id,topic,geo_level,geo,year,number
189953,Asthma Hospitalizations (Youths and Adults),Borough,Bronx,2013,43.6
189954,Asthma Hospitalizations (Youths and Adults),Borough,Brooklyn,2013,24.1
189955,Asthma Hospitalizations (Youths and Adults),Borough,Manhattan,2013,18
189956,Asthma Hospitalizations (Youths and Adults),Borough,Queens,2013,13.7
189957,Asthma Hospitalizations (Youths and Adults),Borough,Staten Island,2013,17.2
55198,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Kingsbridge - Riverdale,2008,29.9
55199,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Northeast Bronx,2008,38.2
55200,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Fordham - Bronx Pk,2008,58.9
55201,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Pelham - Throgs Neck,2008,46.9
55202,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Crotona -Tremont,2008,77.4
55203,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),High Bridge - Morrisania,2008,70.8
55204,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Hunts Point - Mott Haven,2008,84.4
55205,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Greenpoint,2008,19.4
55206,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Downtown - Heights - Slope,2008,30
55207,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bedford Stuyvesant - Crown Heights,2008,47.9
55208,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East New York,2008,41.8
55209,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Sunset Park,2008,23.1
55210,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Borough Park,2008,11.6
55211,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East Flatbush - Flatbush,2008,23.3
55212,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Canarsie - Flatlands,2008,22.8
55213,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bensonhurst - Bay Ridge,2008,9.1
55214,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Coney Island - Sheepshead Bay,2008,16.9
55215,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Williamsburg - Bushwick,2008,58.2
55216,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Washington Heights,2008,28.3
55217,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Central Harlem - Morningside Heights,2008,49.8
55218,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East Harlem,2008,84.4
55219,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Upper West Side,2008,14.8
55220,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Upper East Side,2008,5.4
55221,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Chelsea - Clinton,2008,15.2
55222,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Gramercy Park - Murray Hill,2008,8.6
55223,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Greenwich Village - SoHo,2008,5.7
55224,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Union Square - Lower East Side,2008,25.6
55225,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Lower Manhattan,2008,9.4
55226,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Long Island City - Astoria,2008,15.3
55227,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),West Queens,2008,12.4
55228,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Flushing - Clearview,2008,9
55229,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bayside - Little Neck,2008,7.9
55230,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Ridgewood - Forest Hills,2008,14.5
55231,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Fresh Meadows,2008,13.6
55232,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Southwest Queens,2008,16.7
55233,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Jamaica,2008,25.9
55234,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Southeast Queens,2008,16.2
55235,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Rockaways,2008,31.9
55236,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Port Richmond,2008,32.3
55237,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Stapleton - St. George,2008,27.4
55238,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Willowbrook,2008,13.5
55239,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),South Beach - Tottenville,2008,10.7
75301,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Kingsbridge - Riverdale,2009,33
75302,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Northeast Bronx,2009,41.3
75303,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Fordham - Bronx Pk,2009,62.6
75304,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Pelham - Throgs Neck,2009,47.8
75305,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Crotona -Tremont,2009,78.9
75306,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),High Bridge - Morrisania,2009,76.6
75307,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Hunts Point - Mott Haven,2009,78
75308,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Greenpoint,2009,20.4
75309,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Downtown - Heights - Slope,2009,27.7
75310,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bedford Stuyvesant - Crown Heights,2009,54.1
75311,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East New York,2009,43.4
75312,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Sunset Park,2009,24.7
75313,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Borough Park,2009,12.3
75314,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East Flatbush - Flatbush,2009,25.9
75315,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Canarsie - Flatlands,2009,25.3
75316,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bensonhurst - Bay Ridge,2009,10.6
75317,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Coney Island - Sheepshead Bay,2009,19.7
75318,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Williamsburg - Bushwick,2009,55.3
75319,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Washington Heights,2009,26.4
75320,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Central Harlem - Morningside Heights,2009,49.2
75321,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East Harlem,2009,87.8
75322,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Upper West Side,2009,15.4
75323,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Upper East Side,2009,5.3
75324,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Chelsea - Clinton,2009,15
75325,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Gramercy Park - Murray Hill,2009,7.3
75326,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Greenwich Village - SoHo,2009,7.2
75327,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Union Square - Lower East Side,2009,27.8
75328,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Lower Manhattan,2009,7.2
75329,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Long Island City - Astoria,2009,16.7
75330,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),West Queens,2009,12.3
75331,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Flushing - Clearview,2009,9.9
75332,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bayside - Little Neck,2009,10.1
75333,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Ridgewood - Forest Hills,2009,11.3
75334,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Fresh Meadows,2009,12.7
75335,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Southwest Queens,2009,15.5
75336,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Jamaica,2009,25.1
75337,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Southeast Queens,2009,15.9
75338,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Rockaways,2009,33.1
75339,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Port Richmond,2009,37.7
75340,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Stapleton - St. George,2009,32
75341,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Willowbrook,2009,14.3
75342,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),South Beach - Tottenville,2009,12.5
101329,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Kingsbridge - Riverdale,2010,29.3
101330,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Northeast Bronx,2010,34.1
101331,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Fordham - Bronx Pk,2010,52.8
101332,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Pelham - Throgs Neck,2010,44
101333,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Crotona -Tremont,2010,74.8
101334,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),High Bridge - Morrisania,2010,67.9
101335,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Hunts Point - Mott Haven,2010,68.7
101336,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Greenpoint,2010,14.9
101337,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Downtown - Heights - Slope,2010,22.5
101338,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bedford Stuyvesant - Crown Heights,2010,47.1
101339,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East New York,2010,41.5
101340,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Sunset Park,2010,23.8
101341,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Borough Park,2010,13.4
101342,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East Flatbush - Flatbush,2010,26.8
101343,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Canarsie - Flatlands,2010,22
101344,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bensonhurst - Bay Ridge,2010,9.5
101345,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Coney Island - Sheepshead Bay,2010,19.8
101346,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Williamsburg - Bushwick,2010,52.5
101347,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Washington Heights,2010,24.4
101348,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Central Harlem - Morningside Heights,2010,44.2
101349,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East Harlem,2010,69.6
101350,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Upper West Side,2010,13.1
101351,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Upper East Side,2010,5.3
101352,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Chelsea - Clinton,2010,13.3
101353,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Gramercy Park - Murray Hill,2010,8.9
101354,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Greenwich Village - SoHo,2010,3.6
101355,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Union Square - Lower East Side,2010,23.8
101356,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Lower Manhattan,2010,10.6
101357,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Long Island City - Astoria,2010,15
101358,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),West Queens,2010,11.1
101359,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Flushing - Clearview,2010,9.7
101360,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bayside - Little Neck,2010,5.6
101361,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Ridgewood - Forest Hills,2010,12.8
101362,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Fresh Meadows,2010,11.4
101363,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Southwest Queens,2010,15.7
101364,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Jamaica,2010,26.3
101365,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Southeast Queens,2010,15.4
101366,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Rockaways,2010,32.7
101367,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Port Richmond,2010,31.2
101368,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Stapleton - St. George,2010,26.9
101369,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Willowbrook,2010,13.6
101370,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),South Beach - Tottenville,2010,12.9
127111,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Kingsbridge - Riverdale,2011,23.6
127112,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Northeast Bronx,2011,32.3
127113,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Fordham - Bronx Pk,2011,52.9
127114,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Pelham - Throgs Neck,2011,43
127115,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Crotona -Tremont,2011,65.8
127116,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),High Bridge - Morrisania,2011,62.3
127117,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Hunts Point - Mott Haven,2011,67.3
127118,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Greenpoint,2011,14.2
127119,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Downtown - Heights - Slope,2011,24.6
127120,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bedford Stuyvesant - Crown Heights,2011,42.8
127121,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East New York,2011,42.3
127122,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Sunset Park,2011,23.5
127123,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Borough Park,2011,13
127124,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East Flatbush - Flatbush,2011,25.9
127125,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Canarsie - Flatlands,2011,23.6
127126,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bensonhurst - Bay Ridge,2011,9.3
127127,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Coney Island - Sheepshead Bay,2011,20.3
127128,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Williamsburg - Bushwick,2011,53
127129,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Washington Heights,2011,24.1
127130,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Central Harlem - Morningside Heights,2011,40.9
127131,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East Harlem,2011,67.8
127132,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Upper West Side,2011,11.8
127133,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Upper East Side,2011,6
127134,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Chelsea - Clinton,2011,10.9
127135,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Gramercy Park - Murray Hill,2011,7.4
127136,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Greenwich Village - SoHo,2011,3
127137,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Union Square - Lower East Side,2011,22.1
127138,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Lower Manhattan,2011,6.7
127139,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Long Island City - Astoria,2011,17.3
127140,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),West Queens,2011,11.3
127141,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Flushing - Clearview,2011,11.1
127142,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bayside - Little Neck,2011,8.1
127143,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Ridgewood - Forest Hills,2011,13.2
127144,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Fresh Meadows,2011,11.2
127145,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Southwest Queens,2011,13.3
127146,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Jamaica,2011,22.2
127147,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Southeast Queens,2011,14.7
127148,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Rockaways,2011,33.2
127149,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Port Richmond,2011,29.5
127150,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Stapleton - St. George,2011,28.7
127151,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Willowbrook,2011,14.5
127152,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),South Beach - Tottenville,2011,15.3
154941,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Kingsbridge - Riverdale,2012,21.7
154942,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Northeast Bronx,2012,32.7
154943,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Fordham - Bronx Pk,2012,48.5
154944,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Pelham - Throgs Neck,2012,35.4
154945,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Crotona -Tremont,2012,56.7
154946,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),High Bridge - Morrisania,2012,57.2
154947,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Hunts Point - Mott Haven,2012,60.2
154948,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Greenpoint,2012,11.9
154949,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Downtown - Heights - Slope,2012,19.5
154950,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bedford Stuyvesant - Crown Heights,2012,39.9
154951,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East New York,2012,37.5
154952,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Sunset Park,2012,20.1
154953,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Borough Park,2012,10.5
154954,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East Flatbush - Flatbush,2012,25.3
154955,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Canarsie - Flatlands,2012,21.8
154956,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bensonhurst - Bay Ridge,2012,8.1
154957,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Coney Island - Sheepshead Bay,2012,19.7
154958,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Williamsburg - Bushwick,2012,51.5
154959,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Washington Heights,2012,21.6
154960,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Central Harlem - Morningside Heights,2012,40.1
154961,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East Harlem,2012,58.6
154962,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Upper West Side,2012,12.5
154963,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Upper East Side,2012,4.8
154964,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Chelsea - Clinton,2012,11.2
154965,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Gramercy Park - Murray Hill,2012,5.3
154966,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Greenwich Village - SoHo,2012,3.8
154967,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Union Square - Lower East Side,2012,19.7
154968,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Lower Manhattan,2012,9.6
154969,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Long Island City - Astoria,2012,16.9
154970,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),West Queens,2012,11.4
154971,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Flushing - Clearview,2012,9.5
154972,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bayside - Little Neck,2012,6.3
154973,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Ridgewood - Forest Hills,2012,14.3
154974,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Fresh Meadows,2012,9.7
154975,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Southwest Queens,2012,14.1
154976,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Jamaica,2012,20.4
154977,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Southeast Queens,2012,13.3
154978,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Rockaways,2012,23.1
154979,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Port Richmond,2012,33.8
154980,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Stapleton - St. George,2012,27.1
154981,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Willowbrook,2012,12.6
154982,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),South Beach - Tottenville,2012,15.9
189958,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Kingsbridge - Riverdale,2013,20.9
189959,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Northeast Bronx,2013,28.8
189960,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Fordham - Bronx Pk,2013,46.6
189961,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Pelham - Throgs Neck,2013,31.6
189962,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Crotona -Tremont,2013,51.6
189963,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),High Bridge - Morrisania,2013,58.2
189964,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Hunts Point - Mott Haven,2013,70.5
189965,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Greenpoint,2013,14.1
189966,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Downtown - Heights - Slope,2013,19.8
189967,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bedford Stuyvesant - Crown Heights,2013,40.9
189968,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East New York,2013,42.3
189969,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Sunset Park,2013,20.2
189970,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Borough Park,2013,8.6
189971,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East Flatbush - Flatbush,2013,25.7
189972,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Canarsie - Flatlands,2013,20.6
189973,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bensonhurst - Bay Ridge,2013,9.8
189974,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Coney Island - Sheepshead Bay,2013,19.4
189975,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Williamsburg - Bushwick,2013,44.3
189976,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Washington Heights,2013,19.5
189977,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Central Harlem - Morningside Heights,2013,41.4
189978,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),East Harlem,2013,55.5
189979,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Upper West Side,2013,12.9
189980,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Upper East Side,2013,5.7
189981,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Chelsea - Clinton,2013,12.3
189982,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Gramercy Park - Murray Hill,2013,6.1
189983,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Greenwich Village - SoHo,2013,3.3
189984,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Union Square - Lower East Side,2013,20.8
189985,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Lower Manhattan,2013,7.8
189986,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Long Island City - Astoria,2013,15.6
189987,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),West Queens,2013,11.3
189988,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Flushing - Clearview,2013,7.9
189989,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Bayside - Little Neck,2013,6.9
189990,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Ridgewood - Forest Hills,2013,13.2
189991,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Fresh Meadows,2013,11.2
189992,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Southwest Queens,2013,15.6
189993,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Jamaica,2013,17.3
189994,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Southeast Queens,2013,13.6
189995,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Rockaways,2013,26.5
189996,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Port Richmond,2013,28
189997,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Stapleton - St. George,2013,25.3
189998,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),Willowbrook,2013,12.3
189999,Asthma Hospitalizations (Youths and Adults),Neighborhood (UHF 42),South Beach - Tottenville,2013,10.4
70746,Heart Attack Hospitalizations,Borough,Bronx,2008,22.1
70747,Heart Attack Hospitalizations,Borough,Brooklyn,2008,17.3
70748,Heart Attack Hospitalizations,Borough,Manhattan,2008,10.5
70749,Heart Attack Hospitalizations,Borough,Queens,2008,16.4
70750,Heart Attack Hospitalizations,Borough,Staten Island,2008,19.7
75488,Heart Attack Hospitalizations,Borough,Bronx,2009,20.6
75489,Heart Attack Hospitalizations,Borough,Brooklyn,2009,17.5
75490,Heart Attack Hospitalizations,Borough,Manhattan,2009,10.6
75491,Heart Attack Hospitalizations,Borough,Queens,2009,16.5
75492,Heart Attack Hospitalizations,Borough,Staten Island,2009,18.9
